MONDO,EFO
MONDO_0007691,EFO_0009538
MONDO_0016582,EFO_0009539
MONDO_0018628,EFO_0009553
MONDO_0020584,EFO_0009529
MONDO_0020598,EFO_0009554
MONDO_0021146,EFO_0009550
MONDO_0021568,EFO_0009566
MONDO_0024270,EFO_0009561
MONDO_0024432,EFO_0009559
MONDO_0024571,EFO_0009528
MONDO_0043459,EFO_0009565
MONDO_0044343,EFO_0009537
MONDO_0056798,EFO_0009542
MONDO_0021839,EFO_0009567
MONDO_0002329,EFO_0009601
MONDO_0003105,EFO_0009602
MONDO_0001561,EFO_0009626
MONDO_0002008,EFO_0009604
MONDO_0002356,EFO_0009605
MONDO_0003004,EFO_0009606
MONDO_0003381,EFO_0009607
MONDO_0004298,EFO_0009608
MONDO_0004496,EFO_0009609
MONDO_0008481,EFO_0009610
MONDO_0060621,EFO_0009644
MONDO_0014857,EFO_0009645
MONDO_0014535,EFO_0009650
MONDO_0020600,EFO_0009657
MONDO_0002519,EFO_0009660
MONDO_0003781,EFO_0009661
MONDO_0001209,EFO_0009662
MONDO_0002022,EFO_0009664
MONDO_0002183,EFO_0009666
MONDO_0004866,EFO_0009667
MONDO_0002776,EFO_0009668
MONDO_0002021,EFO_0009670
MONDO_0002467,EFO_0009672
MONDO_0004382,EFO_0009673
MONDO_0001176,EFO_0009674
MONDO_0005073,EFO_0009675
MONDO_0002081,EFO_0009676
MONDO_0003718,EFO_0009677
MONDO_0001143,EFO_0009678
MONDO_0003757,EFO_0009679
MONDO_0018667,EFO_0009680
MONDO_0024575,EFO_0009682
MONDO_0044013,EFO_0009683
MONDO_0001590,EFO_0009684
MONDO_0001593,EFO_0009685
MONDO_0021113,EFO_0009686
MONDO_0003117,EFO_0009687
MONDO_0004842,EFO_0009688
MONDO_0004184,EFO_0009689
MONDO_0002118,EFO_0009690
MONDO_0002643,EFO_0009691
MONDO_0043862,EFO_0009692
MONDO_0024883,EFO_0009709
MONDO_0011429,EFO_0002609
MONDO_0019432,EFO_1002020
MONDO_0018456,EFO_0009730
MONDO_0019435,EFO_0009731
MONDO_0019437,EFO_0009732
MONDO_0019436,EFO_0009733
MONDO_0019607,EFO_0009734
MONDO_0100073,EFO_0008555
MONDO_0100075,EFO_0009612
MONDO_0000616,EFO_0009781
MONDO_0002908,EFO_0009406
MONDO_0024881,EFO_0009812
MONDO_0021125,EFO_0009813
MONDO_0021166,EFO_0009903
MONDO_0054573,EFO_0009904
MONDO_0002682,EFO_0007201
MONDO_0002681,EFO_0007206
MONDO_0015074,EFO_0003841
MONDO_0003235,EFO_0009254
MONDO_0002082,EFO_0003769
MONDO_0003046,EFO_0003835
MONDO_0017858,EFO_0000218
MONDO_0021085,EFO_0003897
MONDO_0021245,EFO_0003868
MONDO_0015075,EFO_0002892
MONDO_0003847,EFO_0000508
MONDO_0045013,EFO_0009950
MONDO_0043230,EFO_1001291
MONDO_0100086,EFO_0010238
MONDO_0100081,EFO_0008568
MONDO_0005413,EFO_0004608
MONDO_0002515,EFO_0010284
MONDO_0002051,EFO_0010285
MONDO_0016743,EFO_0003851
MONDO_0021111,EFO_0003844
MONDO_0002889,EFO_0007408
MONDO_0003130,EFO_0007365
MONDO_0017827,EFO_0000760
MONDO_0007488,EFO_0006792
MONDO_0021240,EFO_0003871
MONDO_0003233,EFO_0003108
MONDO_0044014,EFO_1001403
MONDO_0020799,EFO_1001763
MONDO_0020804,EFO_0004193
MONDO_0010837,EFO_0008519
MONDO_0021239,EFO_0003846
MONDO_0021353,EFO_0003859
MONDO_0004609,EFO_1002022
MONDO_0100309,EFO_0009671
MONDO_0100347,EFO_1000852
MONDO_0024291,EFO_0006888
MONDO_0017288,EFO_0009068
MONDO_0060714,EFO_0009383
MONDO_0060715,EFO_0009384
MONDO_0100280,EFO_0009441
MONDO_0002400,EFO_0008997
MONDO_0100345,EFO_1000062
MONDO_0002807,EFO_1000849
MONDO_0100338,EFO_0003103
MONDO_0000646,EFO_1000116
MONDO_0001406,EFO_0002431
MONDO_0001416,EFO_1001331
MONDO_0002129,EFO_1000350
MONDO_0002352,EFO_1000354
MONDO_0002433,EFO_1000884
MONDO_0003424,EFO_1001079
MONDO_0007564,EFO_0009082
MONDO_0007608,EFO_0009907
MONDO_0016093,EFO_1000140
MONDO_0019086,EFO_0002916
MONDO_0019467,EFO_0010580
MONDO_0020641,EFO_0003853
MONDO_0021228,EFO_1001767
MONDO_0021231,EFO_1000509
MONDO_0021243,EFO_0003873
MONDO_0021331,EFO_1000460
MONDO_0021451,EFO_1000107
MONDO_0002173,EFO_0009619
MONDO_0043959,EFO_1001831
MONDO_0008828,EFO_0009028
MONDO_0015912,EFO_0009646
MONDO_0007294,EFO_1000855
MONDO_0018891,EFO_0009385
MONDO_0019316,EFO_1001229
MONDO_0019023,EFO_1000886
MONDO_0005721,EFO_0007226
MONDO_0030918,EFO_0009152
MONDO_0030919,EFO_0009165
MONDO_0000618,EFO_0009780
MONDO_0700081,EFO_1000644
MONDO_8000010,EFO_0002689
MONDO_0021184,EFO_1001303
MONDO_0011014,EFO_0009052
MONDO_0700092,EFO_0010642
MONDO_0012368,EFO_1001981
MONDO_0020642,EFO_0008620
MONDO_0019165,EFO_0009029
MONDO_0014776,EFO_0009059
MONDO_0015967,EFO_1001511
MONDO_0000568,EFO_0020092
MONDO_0700226,EFO_1001890
MONDO_0100313,EFO_0004236
MONDO_0009049,EFO_0009041
MONDO_0014960,EFO_0009158
MONDO_0800449,EFO_0700022
MONDO_0002184,EFO_1000905
MONDO_0000751,EFO_0009475
MONDO_0000500,EFO_1000055
MONDO_0007783,EFO_0009071
MONDO_0003505,EFO_0007270
MONDO_0010420,EFO_0009064
MONDO_0000492,EFO_0007940
MONDO_0002658,EFO_1000996
MONDO_0700264,EFO_0700095
MONDO_0043735,EFO_1001821
MONDO_0100550,EFO_1001819
MONDO_0800444,EFO_0700020
MONDO_0800446,EFO_0700023
MONDO_0001845,EFO_1000614
MONDO_0032829,EFO_0010568
